335,335
928,928
174,174
563,563
233,233
850,850
820,820
615,615
915,915
708,708
203,203
109,109
386,386
831,831
410,410
184,184
139,139
306,306
252,252
173,173
473,473
134,134
641,641
480,480
472,472
922,922
67,67
108,108
437,437
317,317
60,60
257,257
446,446
838,838
976,976
966,966
943,943
657,657
629,629
342,342
746,746
344,344
317,317
501,501
602,602
614,614
579,579
14,14
511,511
593,593
545,545
284,284
323,323
220,220
138,138
3,3
757,757
954,954
474,474
544,544
856,856
94,94
725,725
906,906
95,95
666,666
400,400
641,641
781,781
6,6
477,477
981,981
141,141
876,876
46,46
262,262
506,506
213,213
184,184
607,607
286,286
361,361
578,578
759,759
36,36
965,965
2,2
893,893
732,732
514,514
158,158
220,220
566,566
921,921
516,516
196,196
956,956
403,403
744,744
190,190
173,173
369,369
32,32
559,559
14,14
970,970
127,127
135,135
141,141
482,482
161,161
311,311
341,341
690,690
421,421
50,50
714,714
21,21
76,76
337,337
961,961
249,249
470,470
838,838
304,304
199,199
14,14
779,779
261,261
71,71
912,912
333,333
438,438
627,627
884,884
165,165
750,750
745,745
857,857
89,89
988,988
555,555
72,72
215,215
453,453
674,674
409,409
341,341
458,458
827,827
803,803
842,842
853,853
520,520
508,508
729,729
375,375
262,262
636,636
93,93
547,547
252,252
800,800
698,698
56,56
386,386
962,962
24,24
13,13
863,863
530,530
686,686
295,295
719,719
588,588
794,794
166,166
81,81
658,658
471,471
761,761
47,47
763,763
440,440
593,593
632,632
690,690
333,333
121,121
381,381
235,235
124,124
649,649
876,876
930,930
878,878
197,197
540,540
197,197
834,834
804,804
883,883
140,140
683,683
674,674
542,542
212,212
802,802
913,913
258,258
816,816
108,108
164,164
258,258
468,468
135,135
319,319
292,292
572,572
941,941
630,630
16,16
959,959
426,426
939,939
247,247
333,333
722,722
494,494
85,85
441,441
337,337
759,759
848,848
324,324
898,898
930,930
248,248
259,259
410,410
384,384
290,290
78,78
169,169
148,148
891,891
399,399
615,615
559,559
340,340
921,921
676,676
696,696
314,314
347,347
388,388
826,826
330,330
680,680
885,885
68,68
183,183
625,625
154,154
714,714
131,131
560,560
319,319
150,150
345,345
81,81
601,601
139,139
404,404
441,441
498,498
291,291
417,417
294,294
203,203
906,906
710,710
37,37
731,731
35,35
860,860
684,684
746,746
493,493
281,281
671,671
627,627
802,802
473,473
182,182
858,858
505,505
534,534
613,613
463,463
43,43
499,499
548,548
808,808
483,483
630,630
215,215
782,782
661,661
785,785
694,694
59,59
952,952
654,654
323,323
851,851
744,744
682,682
606,606
354,354
892,892
228,228
667,667
859,859
864,864
637,637
707,707
312,312
23,23
627,627
228,228
990,990
522,522
660,660
772,772
809,809
578,578
704,704
781,781
731,731
472,472
112,112
728,728
638,638
467,467
211,211
105,105
71,71
12,12
497,497
947,947
200,200
990,990
308,308
570,570
443,443
484,484
212,212
873,873
239,239
524,524
347,347
81,81
556,556
544,544
439,439
87,87
869,869
817,817
230,230
598,598
495,495
975,975
622,622
155,155
391,391
829,829
926,926
707,707
702,702
87,87
215,215
846,846
670,670
260,260
943,943
963,963
737,737
977,977
654,654
596,596
56,56
182,182
841,841
975,975
934,934
199,199
733,733
277,277
126,126
438,438
85,85
467,467
341,341
617,617
833,833
652,652
721,721
709,709
822,822
771,771
564,564
482,482
691,691
100,100
67,67
421,421
377,377
488,488
395,395
16,16
653,653
452,452
954,954
894,894
560,560
281,281
363,363
40,40
601,601
48,48
239,239
392,392
75,75
32,32
573,573
431,431
995,995
359,359
187,187
995,995
615,615
825,825
472,472
440,440
721,721
763,763
380,380
437,437
456,456
485,485
416,416
160,160
694,694
340,340
221,221
336,336
607,607
641,641
167,167
677,677
392,392
766,766
277,277
465,465
844,844
547,547
706,706
693,693
780,780
662,662
955,955
979,979
191,191
109,109
972,972
645,645
298,298
999,999
292,292
757,757
661,661
871,871
437,437
625,625
870,870
396,396
831,831
272,272
326,326
911,911
612,612
610,610
119,119
423,423
860,860
643,643
29,29
878,878
888,888
817,817
222,222
241,241
508,508
783,783
317,317
642,642
327,327
186,186
111,111
189,189
457,457
808,808
390,390
277,277
287,287
311,311
950,950
162,162
262,262
104,104
152,152
354,354
16,16
318,318
84,84
873,873
551,551
729,729
672,672
766,766
577,577
506,506
900,900
352,352
595,595
42,42
618,618
547,547
750,750
766,766
296,296
279,279
10,10
738,738
489,489
431,431
780,780
75,75
687,687
997,997
584,584
683,683
704,704
95,95
110,110
593,593
756,756
305,305
499,499
216,216
871,871
334,334
457,457
151,151
383,383
372,372
437,437
835,835
793,793
621,621
891,891
163,163
437,437
382,382
335,335
413,413
37,37
791,791
765,765
255,255
384,384
744,744
784,784
359,359
130,130
809,809
646,646
131,131
898,898
972,972
328,328
400,400
693,693
847,847
616,616
482,482
914,914
590,590
181,181
865,865
86,86
155,155
575,575
948,948
817,817
637,637
83,83
653,653
376,376
431,431
425,425
444,444
709,709
644,644
344,344
295,295
699,699
670,670
264,264
365,365
938,938
170,170
283,283
753,753
325,325
719,719
966,966
464,464
349,349
242,242
603,603
886,886
4,4
7,7
780,780
440,440
920,920
302,302
438,438
732,732
394,394
171,171
821,821
519,519
755,755
503,503
74,74
12,12
649,649
549,549
595,595
554,554
602,602
462,462
614,614
535,535
489,489
773,773
920,920
449,449
347,347
807,807
65,65
393,393
291,291
922,922
879,879
923,923
179,179
115,115
630,630
117,117
56,56
963,963
693,693
908,908
357,357
105,105
189,189
203,203
283,283
459,459
625,625
120,120
783,783
159,159
226,226
668,668
91,91
751,751
308,308
576,576
809,809
540,540
716,716
542,542
143,143
103,103
125,125
102,102
981,981
892,892
709,709
464,464
190,190
527,527
509,509
120,120
653,653
878,878
636,636
788,788
308,308
251,251
303,303
235,235
673,673
45,45
566,566
852,852
135,135
69,69
556,556
417,417
564,564
269,269
948,948
337,337
678,678
36,36
382,382
824,824
915,915
381,381
556,556
859,859
514,514
231,231
759,759
519,519
899,899
810,810
676,676
213,213
436,436
560,560
406,406
655,655
134,134
357,357
766,766
933,933
875,875
831,831
107,107
882,882
310,310
433,433
99,99
61,61
660,660
556,556
113,113
30,30
273,273
363,363
149,149
311,311
921,921
226,226
505,505
344,344
529,529
610,610
713,713
14,14
223,223
3,3
645,645
812,812
328,328
11,11
31,31
519,519
228,228
82,82
93,93
361,361
799,799
369,369
408,408
951,951
465,465
171,171
617,617
974,974
805,805
7,7
85,85
497,497
13,13
830,830
179,179
990,990
475,475
129,129
372,372
617,617
169,169
622,622
26,26
147,147
589,589
78,78
288,288
854,854
424,424
321,321
257,257
131,131
279,279
854,854
218,218
137,137
302,302
634,634
511,511
681,681
714,714
471,471
341,341
754,754
878,878
164,164
631,631
526,526
724,724
19,19
829,829
396,396
59,59
585,585
461,461
698,698
553,553
515,515
70,70
930,930
921,921
261,261
130,130
1000,1000
183,183
896,896
431,431
814,814
681,681
763,763
468,468
661,661
911,911
754,754
294,294
323,323
130,130
31,31
426,426
473,473
136,136
654,654
388,388
979,979
561,561
128,128
629,629
938,938
532,532
141,141
664,664
858,858
554,554
830,830
447,447
209,209
62,62
775,775
213,213
680,680
137,137
512,512
200,200
872,872
514,514
801,801
984,984
840,840
182,182
55,55
391,391
830,830
504,504
290,290
312,312
801,801
67,67
754,754
87,87
859,859
139,139
863,863
496,496
487,487
950,950
441,441
829,829
580,580
781,781
329,329
944,944
611,611
194,194
292,292
697,697
926,926
602,602
852,852
637,637
83,83
785,785
59,59
416,416
344,344
871,871
484,484
904,904
914,914
789,789
678,678
627,627
312,312
166,166
156,156
778,778
270,270
180,180
491,491
696,696
918,918
950,950
496,496
429,429
596,596
589,589
547,547
707,707
558,558
211,211
48,48
424,424
961,961
809,809
706,706
499,499
37,37
90,90
753,753
830,830
38,38
107,107
522,522
888,888
594,594
708,708
788,788
398,398
384,384
670,670
125,125
447,447
655,655
619,619
106,106
344,344
916,916
740,740
567,567
477,477
335,335
590,590
281,281
484,484
759,759
272,272
376,376
46,46
979,979
640,640
499,499
706,706
871,871
157,157
266,266
220,220
281,281
542,542
802,802
60,60
97,97
353,353
242,242
881,881
757,757
212,212
919,919
949,949
572,572
468,468
565,565
735,735
617,617
698,698
297,297
186,186
632,632
628,628
303,303
414,414
317,317
689,689
163,163
921,921
641,641
684,684
438,438
789,789
320,320
749,749
737,737
678,678
385,385
82,82
759,759
868,868
867,867
718,718
916,916
32,32
970,970
961,961
1000,1000
925,925
770,770
959,959
50,50
648,648
348,348
292,292
960,960
717,717
541,541
405,405
649,649
717,717
913,913
129,129
566,566
938,938
363,363
593,593
111,111
17,17
806,806
285,285
113,113
273,273
707,707
128,128
836,836
123,123
851,851
2,2
142,142
694,694
628,628
258,258
304,304
504,504
280,280
430,430
689,689
867,867
18,18
523,523
982,982
522,522
646,646
979,979
869,869
802,802
352,352
646,646
147,147
582,582
608,608
869,869
22,22
130,130
728,728
123,123
972,972
941,941
468,468
430,430
897,897
628,628
204,204
197,197
484,484
